X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.228812428778269,47.532422178677585,1611,2981,47.532428,-122.228827,17801,Puget Sound Educational Service District 121,17400,Mercer Island School District,Lakeridge Elementary School,K,5,8215 SE 78th, ,Mercer Island,Washington,98040-5901,Heidi  Jenkins,Heidi.jenkins@mercerislandschools.org,206.236.3418," Public School, Regular School",P,Elementary School,Public
-122.240150435230646,47.499901181060082,1612,2929,47.499907,-122.240165,17801,Puget Sound Educational Service District 121,17403,Renton School District,Lakeridge Elementary School,K,5,7400 S 115th St, ,Seattle,Washington,98178-3023,Holly Megan Thompson,holly.thompson@rentonschools.us,425.204.4100," Public School, Regular School",P,Elementary School,Public
-122.190285508371019,47.202834193146622,1613,4132,47.20284,-122.1903,17801,Puget Sound Educational Service District 121,27320,Sumner School District,Lakeridge Middle School,6,8,5909 Myers RD E, ,Bonney Lake,Washington,98391,Toby  Udager,toby_udager@sumnersd.org,253.891.5100," Public School, Regular School",P,Middle School,Public
-122.800748451594316,47.005109266266594,1614,3539,47.005115,-122.800763,34801,Capital Region ESD 113,34003,North Thurston Public Schools,Lakes Elementary School,K,5,6211 Mullen Rd SE, ,Lacey,Washington,98503-7198,Jami  Roberts,jroberts@nthurston.k12.wa.us,360.412.4600," Public School, Regular School",P,Elementary School,Public
-122.574809454676412,47.162373234541299,1615,3456,47.162379,-122.574824,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Lakes High School,9,12,10320 Farwest DR SW, ,Lakewood,Washington,98498-1799,Karen  Mauer-Smith,kmauersm@cloverpark.k12.wa.us,253.583.5550," Public School, Regular School",P,High School,Public
-117.558240205281166,47.808880686418853,1616,4333,47.808887,-117.558254,32801,Educational Service District 101,32325,Nine Mile Falls School District,Lakeside High School,9,12,5909 Hwy 291, ,Nine Mile Falls,Washington,99026-0000,Brent  Osborn,bosborn@9mile.org,509.340.4200," Public School, Regular School",P,High School,Public
-117.599614192850709,47.829103688871015,1617,4521,47.82911,-117.599628,32801,Educational Service District 101,32325,Nine Mile Falls School District,Lakeside Middle School,6,8,6169 Highway 291, ,Nine Mile Falls,Washington,99026-0000,Keith  Browning,keithbrowning@9mile.org,509.340.4100," Public School, Regular School",P,Middle School,Public
-122.498873467072727,47.161562226273688,1618,2652,47.161568,-122.498888,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Lakeview Hope Academy,PK,5,10501 47th AVE SW, ,Lakewood,Washington,98499-3712,Meghan  Eakin,meakin@cloverpark.k12.wa.us,253.583.5320," Public School, Regular School",P,Elementary School,Public
-122.200062403725383,47.667485168316048,1619,3041,47.667491,-122.200077,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Lakeview Elementary,K,5,10400 NE 68TH, ,Kirkland,Washington,98033-7041,Heather  Frazier,hfrazier@lwsd.org,425.936.2600," Public School, Regular School",P,Elementary School,Public
-119.258567035984939,47.123996902376405,1620,2969,47.124003,-119.258581,04801,North Central Educational Service District 171,13161,Moses Lake School District,Lakeview Terrace Elementary,K,5,780 S. CLOVER DRIVE, ,MOSES LAKE,Washington,98837-0000,Kristi  Bateman,kbateman@mlsd.wednet.edu,509.766.2653," Public School, Regular School",P,Elementary School,Public
-122.208623290235664,48.150455142654081,1621,3255,48.150461,-122.208638,29801,Northwest Educational Service District 189,31306,Lakewood School District,Lakewood Elementary School,PK,5,P.O. Box 40, ,N. Lakewood,Washington,98259-0040,Kimberly  Caldwell,kcaldwell@lwsd.wednet.edu,360.652.4520," Public School, Regular School",P,Elementary School,Public
-122.213604288848643,48.151110143129792,1622,4204,48.151116,-122.213619,29801,Northwest Educational Service District 189,31306,Lakewood School District,Lakewood High School,9,12,PO Box 10, ,N Lakewood,Washington,98259-0010,Jeanette  Grisham,jgrisham@lwsd.wednet.edu,360.652.4505," Public School, Regular School",P,High School,Public
-122.208816291223911,48.148722143141342,1623,3893,48.148728,-122.208831,29801,Northwest Educational Service District 189,31306,Lakewood School District,Lakewood Middle School,6,8,P.O. Box 9, ,N. Lakewood,Washington,98259-0009,Bryan  Toutant,btoutant@lwsd.wednet.edu,360.652.4510," Public School, Regular School",P,Middle School,Public
-122.353986455490301,47.320168202974124,1624,3381,47.320174,-122.354001,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Lakota Middle School,6,8,1415 SW 314TH ST, ,FEDERAL WAY,Washington,98023-4521,Angela  Williamson,anwillia@fwps.org,253.945.4800," Public School, Regular School",P,Middle School,Public
-117.900764271322856,47.203642762775061,1625,3137,47.203649,-117.900778,32801,Educational Service District 101,38264,Lamont School District,Lamont Middle School,5,8,602 Main Street, ,Lamont,Washington,99017-8769,Todd  Spear,tspear@lamont.wednet.edu,509.257.2463," Public School, Regular School",P,Middle School,Public
-122.403078284850707,48.035208169432138,1626,2511,48.035214,-122.403093,29801,Northwest Educational Service District 189,15206,South Whidbey School District,South Whidbey Middle,7,8,5675 Maxwelton Road, ,Langley,Washington,98260-0370,James  Swanson,jswanson@sw.wednet.edu,360.221.6808 ext. 4625," Public School, Regular School",P,Middle School,Public
-122.427861474712657,47.178604218541359,1627,2036,47.17861,-122.427876,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Larchmont,PK,5,8601 E B St, ,Tacoma,Washington,98445-0000,Cynthia  Horner,chorner@tacoma.k12.wa.us,253.571.6200," Public School, Regular School",P,Elementary School,Public
-119.323291015709231,47.166917906041462,1628,3021,47.166924,-119.323305,04801,North Central Educational Service District 171,13161,Moses Lake School District,Larson Heights Elementary,K,5,700 LINDBERG LANE, ,MOSES LAKE,Washington,98837-0000,Karen  Howland Schotzko,kschotzko@mlsd.wednet.edu,509.766.2655," Public School, Regular School",P,Elementary School,Public
-122.277899392251328,47.662113176285359,1629,2437,47.662119,-122.277914,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Laurelhurst Elementary School,K,5,4530 46 AV NE, ,SEATTLE,Washington,98105-3812,Tim  Snyder,tjsnyder@seattleschools.org,206.252.5405," Public School, Regular School",P,Elementary School,Public
-122.571791754811343,45.72097731658593,1630,3545,45.720983,-122.571806,06801,Educational Service District 112,06119,Battle Ground School District,Laurin Middle School,5,8,PO Box 200, ,Battle Ground,Washington,98604,Travis  Drake,drake.travis@battlegroundps.org,360.885.5200," Public School, Regular School",P,Middle School,Public
-122.390499374254347,47.657086188569117,1631,2183,47.657092,-122.390514,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Lawton Elementary School,K,5,4000 27 AV W, ,SEATTLE,Washington,98199-1502,Dorian  Manza,dcmanza@seattleschools.org,206.252.2130," Public School, Regular School",P,Elementary School,Public
-122.175427483725585,47.325025184076075,1632,3525,47.325031,-122.175442,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Lea Hill Elementary School,PK,5,30908 124TH AVE SE, ,AUBURN,Washington,98092-3154,EDWARD  HERDA,eherda@auburn.wednet.edu,253.931.4982," Public School, Regular School",P,Elementary School,Public
-122.927183416365366,47.070954275361657,1633,3540,47.07096,-122.927198,34801,Capital Region ESD 113,34111,Olympia School District,Leland P Brown Elementary,K,5,2000 26TH AVE NW, ,OLYMPIA,Washington,98502-3906,Charleen  Hayes,chayes@osd.wednet.edu,360.596.6800," Public School, Regular School",P,Elementary School,Public
-122.52515768283638,45.638892006388993,1634,4042,45.638897689,-122.525171904,06801,Educational Service District 112,06114,Evergreen School District (Clark),Legacy High School,6,12,2205 E 138th Avenue, ,Vancouver,Washington,98684-7228,Heather  Fowler,Heather.Fowler@evergreenps.org,360.604.3900," Alternative School, Public School",A,Other,Public
-117.360585437629382,46.894855731732058,1635,2894,46.894862,-117.360599,32801,Educational Service District 101,38300,Colfax School District,Leonard M Jennings Elementary,K,6,1207 N. Morton Street, ,Colfax,Washington,99111-2133,Travis  Howell,travis.howell@csd300.com,509.397.2181," Public School, Regular School",P,Other,Public
-122.116816394337192,47.767636153905592,1636,3790,47.767642,-122.116831,17801,Puget Sound Educational Service District 121,17417,Northshore School District,Leota Middle School,6,8,19301 168 AV NE, ,Woodinville,Washington,98072-8426,Audee  Gregor,agregor@nsd.org,425.408.6500," Public School, Regular School",P,Middle School,Public
-122.29177940255272,47.602265180631058,1637,2121,47.602271,-122.291794,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Leschi Elementary School,K,5,135 32 AV, ,SEATTLE,Washington,98122-6325,Rhonda  Claytor,rclaytor@seattleschools.org,206.252.2950," Public School, Regular School",P,Elementary School,Public
-119.277712209215565,46.270604962597602,1638,2657,46.270611,-119.277726,11801,Educational Service District 123,03400,Richland School District,Lewis & Clark Elementary School,PK,5,415 Jadwin, ,Richland,Washington,99352-0000,Elizabeth  Crider,Liz.Crider@rsd.edu,509.967.6275," Public School, Regular School",P,Elementary School,Public
-120.330615775626896,47.438330989896237,1639,2279,47.438337,-120.33063,04801,North Central Educational Service District 171,04246,Wenatchee School District,Lewis And Clark Elementary Sch,K,5,1130 PRINCETON, ,WENATCHEE,Washington,98801-0000,Alfonso  Lopez,lopez.a@wenatcheeschools.org,509.663.5951," Public School, Regular School",P,Elementary School,Public
-117.420188265927862,47.651922683331613,1640,2172,47.651929,-117.420202,32801,Educational Service District 101,32081,Spokane School District,Lewis & Clark High School,9,12,521 W 4Th Ave, ,Spokane,Washington,99204-2692,MaryBeth  Smith,MarybethSm@SpokaneSchools.org,509.354.7000," Public School, Regular School",P,High School,Public
-120.524113926144125,46.573815063882719,1641,3615,46.573821,-120.524128,39801,Educational Service District 105,39007,Yakima School District,Lewis & Clark Middle School,6,8,1114 W Pierce St, ,Yakima,Washington,98902-5823,Victor  Nourani,Nourani.Victor@yakimaschools.org,509.573.2201," Public School, Regular School",P,Middle School,Public
-120.169975575319398,48.442316912568508,1642,2146,48.442323,-120.16999,04801,North Central Educational Service District 171,24350,Methow Valley School District,Liberty Bell Jr Sr High,7,12,18 Twin Lakes Rd., ,Winthrop,Washington,98862-9713,Deborah Ann DeKalb,ddekalb@methow.org,509.996.2215," Public School, Regular School",P,Other,Public
-117.321376342901431,47.382184692784925,1643,4226,47.382191,-117.32139,32801,Educational Service District 101,32362,Liberty School District,Liberty Jr High & Elementary,PK,8,29818 S NORTH PINE CREEK RD, ,SPANGLE,Washington,99031-9797,Kyle  Rydell,krydell@liberty.wednet.edu,509.245.3211," Public School, Regular School",P,Other,Public
-122.169061319054549,48.058464143390751,1644,3964,48.05847,-122.169076,29801,Northwest Educational Service District 189,31025,Marysville School District,Liberty Elementary,PK,5,1919 10th St, ,Marysville,Washington,98270-4677,Richard  Middaugh,richard_middaugh@msd25.org,360.965.1800," Public School, Regular School",P,Elementary School,Public
-117.319306342702632,47.383993692695526,1645,3416,47.384,-117.31932,32801,Educational Service District 101,32362,Liberty School District,Liberty High School,9,12,6404 E SPANGLE-WAVERLY RD, ,SPANGLE,Washington,99031-9797,Aaron  Fletcher,afletcher@liberty.wednet.edu,509.245.3229," Public School, Regular School",P,High School,Public
-117.088126434444902,47.666633710683996,1646,4529,47.666640061,-117.088140107,32801,Educational Service District 101,32356,Central Valley School District,Liberty Lake Elementary,3,5,23606 E Boone Ave, ,Liberty Lake,Washington,99019-9719,Jennifer  Tesky,jtesky@cvsd.org,509.558.4302," Public School, Regular School",P,Elementary School,Public
-122.402661808195361,45.591554308750119,1647,5054,45.59156,-122.402676,06801,Educational Service District 112,06117,Camas School District,Liberty Middle School,6,8,1612 NE Garfield St, ,Camas,Washington,98607,Gary  Moller,gary.moller@camas.wednet.edu,360.833.5850," Public School, Regular School",P,Middle School,Public
-122.15129952848217,47.144581192522494,1648,4402,47.144587,-122.151314,17801,Puget Sound Educational Service District 121,27320,Sumner School District,Liberty Ridge Elementary,PK,5,12202 209th AVE CT E, ,Sumner,Washington,98390-0000,Julana  Hardtke,julana_hardtke@sumnersd.org,253.891.4800," Public School, Regular School",P,Elementary School,Public
-122.117519459397229,47.479990169467328,1649,3962,47.479996,-122.117534,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Liberty Sr High School,9,12,16655 SE 136TH ST, ,RENTON,Washington,98059-6950,Sean  Martin,MartinS3@issaquah.wednet.edu,425.837.4800," Public School, Regular School",P,High School,Public
-117.404905256362937,47.70823567765202,1650,2952,47.708242,-117.404919,32801,Educational Service District 101,32081,Spokane School District,Lidgerwood Elementary,PK,6,5510 N Lidgerwood, ,Spokane,Washington,99208,Steve  Barnes,SteveBar@SpokaneSchools.org,509.354.3225," Public School, Regular School",P,Elementary School,Public
-118.337242422110236,46.059443887340578,1651,4071,46.05945,-118.337256,11801,Educational Service District 123,36140,Walla Walla Public Schools,Lincoln High School,9,12,421 S. 4TH AVE, ,WALLA WALLA,Washington,99362-2907,MARCI  KNAUFT,mknauft@wwps.org,509.527.3083," Alternative School, Public School",A,High School,Public
-123.887814281012851,46.99130337775167,1652,3621,46.991309,-123.887829,34801,Capital Region ESD 113,14028,Hoquiam School District,Lincoln Elementary,PK,3,700 Wood, ,Hoquiam,Washington,98550-0000,Colin  Nelson,cnelson@hoquiam.net,360.538.8250," Public School, Regular School",P,Elementary School,Public
-119.186568241828283,46.189293959017434,1653,4181,46.1893,-119.186582,11801,Educational Service District 123,03017,Kennewick School District,Lincoln Elementary School,K,5,4901 WEST 21ST AVENUE, ,KENNEWICK,Washington,99338-1818,Tony  Langdon,tony.langdon@ksd.org,509.222.5700," Public School, Regular School",P,Elementary School,Public
-122.327875207843306,48.415256141145782,1654,2579,48.415262,-122.32789,29801,Northwest Educational Service District 189,29320,Mount Vernon School District,Lincoln Elementary School,K,5,1005 S 11th St, ,Mount Vernon,Washington,98274-4422,Hendrik  Kruithof,hkruithof@mvsd320.org,360.428.6135," Public School, Regular School",P,Elementary School,Public
