SchoolCode,SchoolName_x,total_cs_courses,yearly_enrolled_in_cs,school_teaches_cs,LEACode,LEAName,SchoolName_y,LowestGrade,HighestGrade,PrincipalName,Email,Phone,OrgCategoryList,GradeCategory,City,SchoolName,STREET,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
2550,Wellpinit High School,,,No Information Available,33049,Wellpinit School District,Wellpinit High School,9,12,Kim  Ewing,kewing@wellpinit.org,509.258.4535," Public School, Regular School",PK-12,Wellpinit,Wellpinit High School,6270 Ford-Wellpinit Rd,WA,99040,Stevens County,47.898374,-117.988112,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
4314,South Sound High School,,,No Information Available,34003,North Thurston Public Schools,South Sound High School,9,12,Angela  Grizzle,agrizzle@nthurston.k12.wa.us,360.412.4880," Alternative School, Public School",High School,Lacey,South Sound High School,411 College St NE,WA,98516,Thurston County,47.052508,-122.824258,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
1713,Secondary Options,,,No Information Available,34033,Tumwater School District,Secondary Options,8,12,Dave  Meyers,dave.meyers@tumwater.k12.wa.us,360.709.7760," Alternative School, Public School",High School,Olympia,Secondary Options,7741 Littlerock Road SW,WA,98512,Thurston County,46.978132,-122.948194,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
3358,Walla Walla County Juvenile Detention,,,No Information Available,11801,Educational Service District 123,Walla Walla County Juvenile Detention,8,12,Carol  Pacheco,,(509)547-8441, Detention Center,High School,Walla Walla,Walla Walla County Juvenile Detention,455 W. Rose Street,WA,99362,Walla Walla County,46.06501,-118.3458,"Walla Walla, WA",N
4071,Lincoln High School,,,No Information Available,36140,Walla Walla Public Schools,Lincoln High School,9,12,Marci  Knauft,mknauft@wwps.org,509.527.3083," Alternative School, Public School",High School,Walla Walla,Lincoln High School,421 S. 4TH AVE,WA,99362,Walla Walla County,46.059623,-118.337572,"Walla Walla, WA",N
2386,Waitsburg High School,,,No Information Available,36401,Waitsburg School District,Waitsburg High School,9,12,Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.6351," Public School, Regular School",High School,Waitsburg,Waitsburg High School,420 Coppei Ave,WA,99361,Walla Walla County,46.267466,-118.152696,"Walla Walla, WA",N
3420,Whatcom Co Detention Center,,,No Information Available,29801,Northwest Educational Service District 189,Whatcom Co Detention Center,8,12,Steve  Dahl,sdahl@nwesd.org,360.299.4000, Detention Center,High School,Bellingham,,,,,,,,,
1743,Meridian Special Programs,,,No Information Available,37505,Meridian School District,Meridian Special Programs,PK,PK,Aaron  Jacoby,ajacoby@meridian.wednet.edu,360.398.7111," Public School, Special Education School",PK-12,Bellingham,Meridian Special Programs,214 W LAUREL ROAD,WA,98226,Whatcom County,48.855561,-122.491046,"Bellingham, WA",N
2343,Mount Baker Senior High,,,No Information Available,37507,Mount Baker School District,Mount Baker Senior High,9,12,Matt  Durand,mdurand@mtbaker.wednet.edu,360.383.2015," Public School, Regular School",High School,Deming,Mount Baker Senior High,4936 DEMING RD,WA,98244,Whatcom County,48.825771,-122.220896,"Bellingham, WA",N
2088,Lacrosse High School,,,No Information Available,38126,LaCrosse School District,Lacrosse High School,9,12,Doug Arthur Curtis,dcurtis@lax.wednet.edu,(509) 549-3591," Public School, Regular School",High School,Lacrosse,Lacrosse High School,111 Hill Avenue,WA,99143,Whitman County,46.81538,-117.874914,"Pullman, WA","Pullman-Moscow, WA-ID"
5030,Homeconnection,,,No Information Available,5313,Crescent School District,Homeconnection,K ,12,David  Bingham,daveb@crescent.wednet.edu,360.928.3311," Alternative School, Public School",K-12,Joyce,,,,,,,,,
5035,Homeworks,,,No Information Available,32360,Cheney School District,Homeworks,K ,12,Shannon  Lawson,slawson@cheneysd.org,509.559.4590," Alternative School, Public School",K-12,Cheney,Homeworks,520 4th Street,WA,99004,Spokane County,47.48959,-117.577505,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5042,Medical Lake Endeavors,,,No Information Available,32326,Medical Lake School District,Medical Lake Endeavors,6,12,Lyra  Mcgirk,lmcgirk@mlsd.org,509.565.3141," Alternative School, Public School",High School,Medical Lake ,,,,,,,,,
5046,Private School Services,,,No Information Available,17001,Seattle Public Schools,Private School Services,PK,12,Michaela  Clancy,cmclancy@seattleschools.org,206.252.0054," Public School, Special Education School",PK-12,Seattle,Private School Services,2445 3rd AV,WA,98124,King County,47.615455,-122.346597,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5950,Bates Technical High School,,,No Information Available,27931,Bates Technical College,Bates Technical High School,9,12,Peter  Hauschka,phauschka@bates.ctc.edu,253.680.7261," College/University, Public School, Regular School",High School,Tacoma,Bates Technical High School,1101 South Yakima Avenue,WA,98405,Pierce County,47.251928,-122.446876,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5070,Renton Academy,,,No Information Available,17403,Renton School District,Renton Academy,K ,12,Travis  Hall,travis.hall@rentonschools.us,425.204.2550," Alternative School, Public School",K-12,Renton,Renton Academy,2607 Jones Ave S,WA,98055,King County,47.4564,-122.197441,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5076,Special Education,,,No Information Available,8458,Kelso School District,Special Education,PK,12,  ,,," Public School, Special Education School",PK-12,Kelso,Special Education,601 Crawford St,WA,98626,Cowlitz County,46.147393,-122.905862,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
5078,Olympia Regional Learning Academy,,,No Information Available,34111,Olympia School District,Olympia Regional Learning Academy,K ,12,Celeste  Waltermeyer,cwaltermeyer@osd.wednet.edu,360.596.7730," Alternative School, Public School",K-12,Olympia,Olympia Regional Learning Academy,2400 15th Ave SE,WA,98501,Thurston County,47.037169,-122.867826,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
5081,Crossroads Community School,,,No Information Available,16048,Quilcene School District,Crossroads Community School,9,12,Gary  Stebbins,gstebbins@qsd48.org,360.765.3363," Alternative School, Public School",High School,Quilcene,Crossroads Community School,294715 US Highway 101,WA,98376,Jefferson County,47.823798,-122.874466,N,N
5951,Northwest Career And Technical High School,,,No Information Available,27932,Clover Park Technical College,Northwest Career And Technical High School,9,12,Jim  Mancuso,jim.mancuso@cptc.edu,253.589.5771," College/University, Vocational/technical school",High School,Lakewood,Northwest Career And Technical High School,4500 Steilacoom Blvd SW,WA,98499,Pierce County,47.175797,-122.4971,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5097,K-12 Ellensburg Learning Center,,,No Information Available,19401,Ellensburg School District,K-12 Ellensburg Learning Center,K ,12,Jeff  Cochran,jeff.cochran@esd401.org,509.859.6353," Alternative School, Public School",K-12,Ellensburg,K-12 Ellensburg Learning Center,210 Ruby Street,WA,98926,Kittitas County,46.994555,-120.526659,"Ellensburg, WA",N
5953,Lake Washington Technical Academy,,,No Information Available,17937,Lake Washington Institute of Technology,Lake Washington Technical Academy,11,12,Tuan  Dang,tuan.dang@lwtech.edu,425.739.8274, Public School,High School,Kirkland,Lake Washington Technical Academy,11605 132nd Ave NE,WA,98034,King County,47.70305,-122.164941,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5106,Phoenix High School,,,No Information Available,3017,Kennewick School District,Phoenix High School,9,12,Jill  Mulhausen,jill.mulhausen@ksd.org,509.222.6039," Alternative School, Public School",High School,Kennewick,Phoenix High School,3520 Southridge Boulevard,WA,99338,Benton County,46.179299,-119.194855,"Kennewick-Richland, WA",N
5107,Federal Way Running Start Home School,,,No Information Available,17210,Federal Way School District,Federal Way Running Start Home School,11,12,Sammy  Anderson,samander@fwps.org,253.945.2000," Public School, Regular School",High School,Federal Way,Federal Way Running Start Home School,33330 8th Ave S,WA,98003,King County,47.304885,-122.324633,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5112,Mount Baker Academy,,,No Information Available,37507,Mount Baker School District,Mount Baker Academy,K ,12,Matt  Durand,mdurand@mtbaker.wednet.edu,360.383.2015," Alternative School, Public School",K-12,Acme,Mount Baker Academy,5200 Turkington RD,WA,98220,Whatcom County,48.718815,-122.208807,"Bellingham, WA",N
5116,Career Link,,,No Information Available,17401,Highline School District,Career Link,9,12,Michael  Sita,michael.sita@highlineschools.org,206.631.7630," Alternative School, Public School",High School,Seattle,Career Link,6000 16th Ave SW,WA,98106,King County,47.54723,-122.351921,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5154,Shoreline-Monroe High School,,,No Information Available,31103,Monroe School District,Shoreline-Monroe High School,9,12,Justin  Blasko,blaskoj@monroe.wednet.edu,360.804.2550," Alternative School, Public School",High School,Monroe,,,,,,,,,
5163,Career Academy At Truman High School,,,No Information Available,17210,Federal Way School District,Career Academy At Truman High School,9,12,Caitlin  Boline,cboline@fwps.org,253.945.5800," Alternative School, Public School",High School,Federal Way,Career Academy At Truman High School,31455 28th Ave S,WA,98003,King County,47.319365,-122.298743,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5165,Three Rivers Home Link,,,No Information Available,3400,Richland School District,Three Rivers Home Link,K ,12,Tyler  Reeser,tyler.reeser@rsd.edu,509.967.6450," Alternative School, Public School",K-12,Richland,Three Rivers Home Link,1710 Van Giesen,WA,99352,Benton County,46.293724,-119.294452,"Kennewick-Richland, WA",N
5166,I-Tracc,,,No Information Available,32356,Central Valley School District,I-Tracc,9,12,Kamiel  Youseph,kyouseph@cvsd.org,509.558.5952," Alternative School, Public School",High School,Spokane Valley,I-Tracc,15111 E Sprague Ave,WA,99037,Spokane County,47.658481,-117.201206,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5171,Crossroads High School,,,No Information Available,31332,Granite Falls School District,Crossroads High School,9,12,Bridgette  Mcvay,bmcvay@gfalls.wednet.edu,360.283.4407," Alternative School, Public School",High School,Granite Falls,Crossroads High School,205 North Alder Avenue,WA,98252,Snohomish County,48.085152,-121.963413,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5172,Puget Sound High School,,,No Information Available,17401,Highline School District,Puget Sound High School,9,12,Todd  Moorhead,todd.moorhead@highlineschools.org,206.631.7300," Alternative School, Public School",High School,Burien,Puget Sound High School,18010 8th Ave South,WA,98148,King County,47.441091,-122.323104,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5180,Columbia Virtual Academy - Kettle Falls,,,No Information Available,33212,Kettle Falls School District,Columbia Virtual Academy - Kettle Falls,9,12,Curtis  Corvino,ccorvino@kfschools.org,509.738.6388," Alternative School, Public School",High School,Kettle Falls,Columbia Virtual Academy - Kettle Falls,W 105 11th Street,WA,99141,Stevens County,48.602584,-118.055786,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5181,Snoqualmie Access,,,No Information Available,17410,Snoqualmie Valley School District,Snoqualmie Access,PK,12,Nancy  Meeks,meeksn@svsd410.org,425.831.8015," Public School, Special Education School",PK-12,Snoqualmie,Snoqualmie Access,8001 Silva Ave SE,WA,98065,King County,47.528581,-121.828502,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5183,Tacoma Business Academy,,,No Information Available,27010,Tacoma School District,Tacoma Business Academy,9,12,Rue  Palmer,rpalmer@tacoma.k12.wa.us,253.571.1126," Alternative School, Public School",High School,Tacoma,Tacoma Business Academy,1101 South Yakima,WA,98405,Pierce County,47.252203,-122.446866,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5184,Tacoma Pierce County Education Center,,,No Information Available,27010,Tacoma School District,Tacoma Pierce County Education Center,9,12,  ,,," Adult Jail, Affiliated With District, Public School",High School,Tacoma,Tacoma Pierce County Education Center,930 Tacoma Ave S,WA,98402,Pierce County,47.254312,-122.445519,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5191,Hoquiam Homelink School,,,No Information Available,14028,Hoquiam School District,Hoquiam Homelink School,K ,12,Bonnie  Jump,bjump@hoquiam.net,360.538.8216," Public School, Regular School",K-12,Hoquiam,Hoquiam Homelink School,2500 Simpson Ave,WA,98550,Grays Harbor County,46.974915,-123.866498,"Aberdeen, WA",N
5192,Special Services,,,No Information Available,27010,Tacoma School District,Special Services,PK,12,Barbara   O'Rorke,bororke@tacoma.k12.wa.us,253.571.1224," Alternative School, Public School",PK-12,Tacoma,Special Services,601 S. 8th Street,WA,98405,Pierce County,47.25606,-122.445526,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5208,Twin Harbors - A Branch Of New Market Skills Center,,,No Information Available,14005,Aberdeen School District,Twin Harbors - A Branch Of New Market Skills Center,9,12,Sherri  Northington,snorthington@asd5.org,360.538.2043," Public School, Vocational/technical school",High School,Aberdeen,Twin Harbors - A Branch Of New Market Skills Center,410 North G Street,WA,98520,Grays Harbor County,46.980108,-123.817995,"Aberdeen, WA",N
5224,Yakima Satellite Alternative Programs,,,No Information Available,39007,Yakima School District,Yakima Satellite Alternative Programs,8,12,Lois  Menard,menard.lois@yakimaschools.org,509.573.5581," Alternative School, Public School",High School,Yakima,Yakima Satellite Alternative Programs,1120 S. 18th St.,WA,98901,Yakima County,46.58969,-120.479031,"Yakima, WA",N
5234,Iccf Ed Program,,,No Information Available,15204,Coupeville School District,Iccf Ed Program,9,12,Jim  Shank,jshank@coupeville.k12.wa.us,360.678.2404, Institution,High School,Coupeville,Iccf Ed Program,501 N Main St,WA,98239,Island County,48.21731,-122.68563,"Oak Harbor, WA","Seattle-Tacoma, WA"
5235,Benton County Jail,,,No Information Available,3017,Kennewick School District,Benton County Jail,9,12,Dennis  Boatman,dennis.boatman@ksd.org,509.222.6522," Adult Jail, Affiliated With District",High School,Kennewick,Benton County Jail,7122 W Okanogan Place,WA,99337,Benton County,46.221622,-119.219245,"Kennewick-Richland, WA",N
5243,Pacific Virtual Learning,,,No Information Available,25118,South Bend School District,Pacific Virtual Learning,K ,12,Jon  Tienhaara,jtienhaa@southbendschools.org,360.875.6041," Alternative School, Public School",K-12,South Bend,,,,,,,,,
5247,Pacific County Jail,,,No Information Available,25118,South Bend School District,Pacific County Jail,9,12,Jon  Tienhaara,jtienhaa@southbendschools.org,360.875.6041," Alternative School, Public School",High School,South Bend,Pacific County Jail,500 East 1st St,WA,98586,Pacific County,46.661813,-123.790322,N,N
5249,Spokane County Jail,,,No Information Available,32081,Spokane School District,Spokane County Jail,9,12,Larry Robert Gardner,lgardner@esd101.net,509-477-2451, Institution,High School,Spokane,Spokane County Jail,Public Safety Building,WA,99260,Spokane County,47.665678,-117.429162,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5252,Northport Homelink Program,,,No Information Available,33211,Northport School District,Northport Homelink Program,K ,12,Donald   Baribault,homelink@northportschools.org,509 732-4251," Alternative School, Public School",K-12,Northport,Northport Homelink Program,402 10th Street,WA,99157,Stevens County,48.911962,-117.789212,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5254,Gateway To College,,,No Information Available,17401,Highline School District,Gateway To College,10,13,Michael Thomas Sita,michael.sita@highlineschools.org,206.433.8760," Alternative School, Public School",High School,Burien,Gateway To College,614 SW 120th Street,WA,98146,King County,47.49593,-122.34261,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5255,Gateway To College,,,No Information Available,17210,Federal Way School District,Gateway To College,9,12,Sammy  Anderson,samander@fwps.org,253.945.2000," Affiliated With District, Contract School, Public School",High School,Federal Way,Gateway To College,33330 8th Ave S,WA,98003,King County,47.304938,-122.324663,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
